timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-13T00:40:03,ml_experiment_v1_hp1,9e8b076f-d069-4f72-9e29-645e62ac5efd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,25.37817775000076,7.491880476320952e-08,2.952095516913434e-09,0.2129,0.0009,3.0,1.5643418943127543e-05,1.4111471770002023e-09,1.587048927083136e-05,3.151531936113591e-05,Canada,CAN,quebec,,,macOS-15.5-arm64-arm-64bit,3.11.9,3.0.2,8,Apple M1 Pro,1,Apple M1 Pro,-71.2,46.8,16.0,machine,N,1.0
2025-07-13T00:43:09,ml_experiment_v1_hp2,8a353708-d2b7-4b81-aa26-55e0a8584219,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,176.8266913749976,6.090606207863213e-07,3.444393015841042e-09,0.6999,0.0,3.0,0.0001400947402497,5.853886090406482e-07,0.0001155271082299,0.0002562072370887,Canada,CAN,quebec,,,macOS-15.5-arm64-arm-64bit,3.11.9,3.0.2,8,Apple M1 Pro,1,Apple M1 Pro,-71.2,46.8,16.0,machine,N,1.0
2025-07-13T00:44:05,ml_experiment_v2_hp1,9033a502-599d-4f3f-825b-2cc93ac08615,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,47.75761154099746,1.485254506815949e-07,3.1099848985138926e-09,0.3323,0.009,3.0,3.0665557474165096e-05,3.2206655522495573e-08,3.178090229166628e-05,6.247866642135386e-05,Canada,CAN,quebec,,,macOS-15.5-arm64-arm-64bit,3.11.9,3.0.2,8,Apple M1 Pro,1,Apple M1 Pro,-71.2,46.8,16.0,machine,N,1.0
2025-07-13T00:49:54,ml_experiment_v2_hp2,a7b385e8-b1b2-4b60-a8a4-d04f6129e660,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,343.1357741660031,1.1991182479445399e-06,3.4945882598776407e-09,0.3002,0.0,3.0,0.00027900878393607753,1.3060906748911275e-07,0.00022528128822833424,0.0005044206812319009,Canada,CAN,quebec,,,macOS-15.5-arm64-arm-64bit,3.11.9,3.0.2,8,Apple M1 Pro,1,Apple M1 Pro,-71.2,46.8,16.0,machine,N,1.0
